61,151,-0.0008,-0.0001,100.0,518.67,642.88,1595.61,1402.92,14.62,21.61,553.62,2388.15,9051.67,1.3,47.66,521.57,2388.11,8135.52,8.4295,0.03,393,2388,100.0,38.83,23.2362
61,152,-0.0018,-0.0001,100.0,518.67,642.62,1592.97,1411.75,14.62,21.61,553.27,2388.19,9051.3,1.3,47.75,520.78,2388.11,8129.26,8.4453,0.03,394,2388,100.0,38.66,23.2097
61,153,0.0033,-0.0005,100.0,518.67,642.38,1584.55,1412.92,14.62,21.61,553.78,2388.18,9052.16,1.3,47.47,520.77,2388.17,8128.56,8.5074,0.03,393,2388,100.0,38.75,23.3532
61,154,-0.0013,0.0003,100.0,518.67,643.68,1592.9,1413.98,14.62,21.61,552.81,2388.17,9049.59,1.3,47.64,521.38,2388.2,8135.42,8.4393,0.03,394,2388,100.0,38.77,23.3135
61,155,0.0009,-0.0001,100.0,518.67,642.72,1597.17,1411.1,14.62,21.61,552.58,2388.08,9050.47,1.3,47.62,521.02,2388.17,8128.72,8.4733,0.03,393,2388,100.0,38.72,23.1678
61,156,-0.0013,0.0001,100.0,518.67,642.85,1599.96,1414.85,14.62,21.61,552.4,2388.1,9049.66,1.3,47.84,520.86,2388.13,8126.22,8.4336,0.03,395,2388,100.0,38.93,23.2228
61,157,0.0001,-0.0003,100.0,518.67,642.9,1592.84,1408.91,14.62,21.61,551.73,2388.14,9053.1,1.3,47.63,520.34,2388.23,8127.21,8.4633,0.03,395,2388,100.0,38.69,23.1621
61,158,-0.001,-0.0001,100.0,518.67,642.99,1590.46,1410.7,14.62,21.61,552.91,2388.16,9048.46,1.3,47.52,520.5,2388.09,8131.09,8.4536,0.03,394,2388,100.0,38.87,23.1819
61,159,0.0004,-0.0004,100.0,518.67,642.73,1593.46,1412.19,14.62,21.61,552.53,2388.19,9047.98,1.3,47.84,521.23,2388.16,8127.94,8.4958,0.03,394,2388,100.0,38.53,23.121
61,160,-0.0008,0.0001,100.0,518.67,642.79,1593.67,1412.2,14.62,21.61,552.36,2388.13,9046.52,1.3,47.74,520.17,2388.22,8125.52,8.4714,0.03,393,2388,100.0,38.73,23.2185
61,161,-0.0001,-0.0005,100.0,518.67,642.44,1595.51,1420.18,14.62,21.61,552.29,2388.18,9049.07,1.3,47.78,520.83,2388.17,8126.64,8.4614,0.03,394,2388,100.0,38.66,23.2307
61,162,-0.0004,0.0004,100.0,518.67,643.0,1588.71,1408.61,14.62,21.61,552.79,2388.18,9049.9,1.3,47.71,520.78,2388.17,8126.22,8.453,0.03,395,2388,100.0,38.81,23.1875
61,163,-0.0015,-0.0004,100.0,518.67,642.88,1603.46,1414.8,14.62,21.61,552.5,2388.12,9054.77,1.3,47.72,520.74,2388.18,8128.85,8.473,0.03,395,2388,100.0,38.55,23.2401
61,164,-0.0009,-0.0003,100.0,518.67,642.63,1595.29,1418.16,14.62,21.61,552.18,2388.18,9045.26,1.3,47.73,520.48,2388.21,8123.76,8.4917,0.03,394,2388,100.0,38.56,23.1946
61,165,-0.0042,-0.0003,100.0,518.67,643.41,1592.72,1424.72,14.62,21.61,551.71,2388.2,9045.8,1.3,47.96,520.77,2388.16,8123.38,8.4988,0.03,396,2388,100.0,38.56,23.2553
