Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
29010,Indigo,6E-2005,Delhi,Morning,zero,Morning,Hyderabad,Economy,2.25,4,5955
29011,Indigo,6E-967,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.25,4,5955
29012,Indigo,6E-6205,Delhi,Afternoon,zero,Afternoon,Hyderabad,Economy,2.33,4,5955
29013,Air_India,AI-544,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.08,4,5955
29014,Air_India,AI-542,Delhi,Morning,zero,Morning,Hyderabad,Economy,2.17,4,5955
29015,Air_India,AI-839,Delhi,Night,zero,Night,Hyderabad,Economy,2.17,4,5955
29016,Air_India,AI-560,Delhi,Morning,zero,Morning,Hyderabad,Economy,2.33,4,5955
29017,AirAsia,I5-1529,Delhi,Morning,one,Afternoon,Hyderabad,Economy,6.0,4,5953
29018,AirAsia,I5-740,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,7.58,4,5953
29019,AirAsia,I5-1529,Delhi,Morning,one,Evening,Hyderabad,Economy,8.17,4,5953
29020,AirAsia,I5-783,Delhi,Early_Morning,two_or_more,Afternoon,Hyderabad,Economy,8.42,4,5953
29021,AirAsia,I5-740,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,9.75,4,5953
29022,AirAsia,I5-787,Delhi,Early_Morning,two_or_more,Afternoon,Hyderabad,Economy,9.83,4,5953
29023,AirAsia,I5-779,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,13.92,4,5953
29024,AirAsia,I5-550,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,13.92,4,5953
29025,Indigo,6E-2147,Delhi,Night,zero,Night,Hyderabad,Economy,2.25,4,6165
29026,Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.25,4,6690
29027,Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.17,4,7005
29028,Indigo,6E-2102,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,7.92,4,8732
29029,AirAsia,I5-798,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.58,4,8733
29030,AirAsia,I5-775,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.92,4,8733
29031,AirAsia,I5-798,Delhi,Afternoon,one,Night,Hyderabad,Economy,8.75,4,8733
29032,AirAsia,I5-775,Delhi,Afternoon,one,Night,Hyderabad,Economy,9.08,4,8733
29033,Indigo,6E-2338,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.92,4,8895
29034,Air_India,AI-459,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.83,4,9148
29035,Air_India,AI-469,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,12.33,4,9170
29036,Indigo,6E-6187,Delhi,Afternoon,one,Night,Hyderabad,Economy,8.08,4,9210
29037,SpiceJet,SG-8946,Delhi,Morning,one,Evening,Hyderabad,Economy,6.08,4,9314
29038,Air_India,AI-459,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,13.25,4,9411
29039,Vistara,UK-933,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.42,4,9840
