Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
275820,Vistara,UK-876,Hyderabad,Night,one,Afternoon,Delhi,Business,15.08,22,55750
275821,Vistara,UK-876,Hyderabad,Night,one,Afternoon,Delhi,Business,16.5,22,55750
275822,Vistara,UK-876,Hyderabad,Night,one,Evening,Delhi,Business,20.5,22,55750
275823,Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Business,12.08,22,57990
275824,Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Business,13.42,22,57990
275825,Vistara,UK-876,Hyderabad,Night,one,Evening,Delhi,Business,19.33,22,63702
275826,Vistara,UK-860,Hyderabad,Early_Morning,zero,Morning,Delhi,Business,2.17,23,24234
275827,Vistara,UK-880,Hyderabad,Afternoon,zero,Afternoon,Delhi,Business,2.25,23,24234
275828,Vistara,UK-890,Hyderabad,Evening,zero,Evening,Delhi,Business,2.25,23,24234
275829,Vistara,UK-870,Hyderabad,Night,zero,Night,Delhi,Business,2.25,23,24234
275830,Vistara,UK-830,Hyderabad,Morning,zero,Afternoon,Delhi,Business,2.33,23,24234
275831,Air_India,AI-840,Hyderabad,Night,zero,Night,Delhi,Business,2.17,23,24122
275832,Air_India,AI-541,Hyderabad,Evening,zero,Evening,Delhi,Business,2.25,23,24122
275833,Air_India,AI-559,Hyderabad,Early_Morning,zero,Morning,Delhi,Business,2.5,23,24122
275834,Air_India,AI-543,Hyderabad,Morning,zero,Afternoon,Delhi,Business,2.5,23,24122
275835,Air_India,AI-507,Hyderabad,Morning,one,Evening,Delhi,Business,7.58,23,37846
275836,Air_India,AI-507,Hyderabad,Morning,one,Night,Delhi,Business,15.25,23,37846
275837,Vistara,UK-874,Hyderabad,Morning,one,Afternoon,Delhi,Business,6.0,23,39555
275838,Vistara,UK-878,Hyderabad,Afternoon,one,Late_Night,Delhi,Business,12.0,23,39555
275839,Vistara,UK-874,Hyderabad,Morning,one,Late_Night,Delhi,Business,16.42,23,39555
275840,Vistara,UK-876,Hyderabad,Night,one,Afternoon,Delhi,Business,16.92,23,39555
275841,Air_India,AI-616,Hyderabad,Morning,one,Evening,Delhi,Business,9.83,23,39499
275842,Air_India,AI-616,Hyderabad,Morning,one,Evening,Delhi,Business,10.92,23,39499
275843,Air_India,AI-698,Hyderabad,Night,one,Morning,Delhi,Business,10.92,23,39499
275844,Air_India,AI-616,Hyderabad,Morning,one,Night,Delhi,Business,12.0,23,39499
275845,Air_India,AI-698,Hyderabad,Night,one,Morning,Delhi,Business,12.0,23,39499
275846,Air_India,AI-698,Hyderabad,Night,one,Morning,Delhi,Business,12.5,23,39499
275847,Air_India,AI-616,Hyderabad,Morning,one,Night,Delhi,Business,12.83,23,39499
275848,Air_India,AI-698,Hyderabad,Night,one,Afternoon,Delhi,Business,14.0,23,39499
275849,Air_India,AI-616,Hyderabad,Morning,one,Night,Delhi,Business,15.33,23,39499
