Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
540,SpiceJet,SG-3002,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,4,13200
541,Vistara,UK-839,Delhi,Afternoon,one,Night,Mumbai,Economy,9.08,4,14565
542,Vistara,UK-833,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.42,4,14565
543,Air_India,AI-885,Delhi,Morning,one,Evening,Mumbai,Economy,5.67,4,14775
544,Air_India,AI-885,Delhi,Morning,one,Night,Mumbai,Economy,11.5,4,15143
545,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16.0,4,15825
546,Air_India,AI-429,Delhi,Morning,one,Afternoon,Mumbai,Economy,30.08,4,15720
547,Air_India,AI-471,Delhi,Afternoon,one,Evening,Mumbai,Economy,4.58,4,15825
548,Air_India,AI-429,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,4,15825
549,Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.0,4,15825
550,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,4,16665
551,Vistara,UK-747,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.0,4,17505
552,GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,8.83,4,17243
553,Vistara,UK-747,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.83,4,18345
554,Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,4,18450
555,Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,Economy,6.0,4,19815
556,Vistara,UK-747,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.5,4,20130
557,Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Economy,6.25,4,20025
558,Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Economy,8.92,4,20025
559,Air_India,AI-540,Delhi,Night,one,Evening,Mumbai,Economy,21.58,4,21180
560,Air_India,AI-537,Delhi,Evening,one,Evening,Mumbai,Economy,26.0,4,21180
561,Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.83,4,21390
562,Air_India,AI-411,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.0,4,24540
563,SpiceJet,SG-1091,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,5,5953
564,SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,5,5953
565,SpiceJet,SG-1089,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,5,5953
566,SpiceJet,SG-8803,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,5,5953
567,SpiceJet,SG-1061,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,5,5953
568,SpiceJet,SG-8157,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,5,5953
569,SpiceJet,SG-1063,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,5,5953
