Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
206370,Air_India,AI-9894,Chennai,Morning,zero,Morning,Hyderabad,Economy,1.42,46,1526
206371,Indigo,6E-384,Chennai,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.17,46,1551
206372,Indigo,6E-591,Chennai,Morning,zero,Afternoon,Hyderabad,Economy,1.17,46,1551
206373,Indigo,6E-6217,Chennai,Night,zero,Night,Hyderabad,Economy,1.17,46,1551
206374,Indigo,6E-6006,Chennai,Afternoon,zero,Evening,Hyderabad,Economy,1.25,46,1551
206375,Indigo,6E-156,Chennai,Night,zero,Night,Hyderabad,Economy,1.25,46,1551
206376,Indigo,6E-562,Chennai,Evening,zero,Evening,Hyderabad,Economy,1.33,46,1551
206377,Indigo,6E-6215,Chennai,Evening,zero,Evening,Hyderabad,Economy,1.33,46,1551
206378,AirAsia,I5-1229,Chennai,Night,one,Morning,Hyderabad,Economy,9.25,46,1550
206379,AirAsia,I5-2462,Chennai,Night,one,Morning,Hyderabad,Economy,10.17,46,1550
206380,Indigo,6E-495,Chennai,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.17,46,1800
206381,Indigo,6E-269,Chennai,Morning,zero,Morning,Hyderabad,Economy,1.25,46,1800
206382,Air_India,AI-545,Chennai,Evening,zero,Night,Hyderabad,Economy,1.42,46,1830
206383,Indigo,6E-7193,Chennai,Early_Morning,one,Afternoon,Hyderabad,Economy,6.67,46,1966
206384,Indigo,6E-193,Chennai,Evening,zero,Night,Hyderabad,Economy,1.33,46,2000
206385,Vistara,UK-834,Chennai,Evening,one,Morning,Hyderabad,Economy,16.0,46,3810
206386,Vistara,UK-834,Chennai,Evening,one,Afternoon,Hyderabad,Economy,19.17,46,3810
206387,Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Economy,23.58,46,3810
206388,Air_India,AI-672,Chennai,Afternoon,one,Night,Hyderabad,Economy,5.83,46,3563
206389,Air_India,AI-672,Chennai,Afternoon,one,Night,Hyderabad,Economy,7.5,46,3563
206390,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Economy,9.92,46,4086
206391,Vistara,UK-838,Chennai,Night,one,Morning,Hyderabad,Economy,12.33,46,4086
206392,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Economy,12.75,46,4086
206393,Vistara,UK-838,Chennai,Night,one,Afternoon,Hyderabad,Economy,15.5,46,4086
206394,Vistara,UK-832,Chennai,Early_Morning,one,Night,Hyderabad,Economy,15.83,46,4086
206395,Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Economy,19.92,46,4086
206396,Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Economy,22.75,46,4086
206397,Vistara,UK-838,Chennai,Night,one,Night,Hyderabad,Economy,25.83,46,4086
206398,Vistara,UK-832,Chennai,Early_Morning,one,Morning,Hyderabad,Economy,26.33,46,4086
206399,Air_India,AI-766,Chennai,Morning,one,Night,Hyderabad,Economy,9.92,46,3872
