Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
202770,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Economy,12.17,3,20373
202771,Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,Economy,6.25,3,21633
202772,Air_India,AI-430,Chennai,Morning,one,Evening,Hyderabad,Economy,9.42,3,21948
202773,Air_India,AI-430,Chennai,Morning,one,Night,Hyderabad,Economy,13.67,3,21948
202774,Air_India,AI-430,Chennai,Morning,one,Morning,Hyderabad,Economy,24.58,3,21948
202775,Air_India,AI-430,Chennai,Morning,one,Morning,Hyderabad,Economy,26.0,3,21948
202776,Indigo,6E-156,Chennai,Night,zero,Night,Hyderabad,Economy,1.17,4,4202
202777,AirAsia,I5-517,Chennai,Morning,zero,Morning,Hyderabad,Economy,1.17,4,4203
202778,Indigo,6E-847,Chennai,Evening,one,Night,Hyderabad,Economy,3.92,4,4202
202779,Indigo,6E-588,Chennai,Evening,one,Night,Hyderabad,Economy,4.42,4,4202
202780,Indigo,6E-605,Chennai,Afternoon,one,Evening,Hyderabad,Economy,4.75,4,4202
202781,Indigo,6E-6137,Chennai,Morning,one,Afternoon,Hyderabad,Economy,5.25,4,4202
202782,Indigo,6E-605,Chennai,Afternoon,one,Night,Hyderabad,Economy,7.33,4,4202
202783,Indigo,6E-6137,Chennai,Morning,one,Evening,Hyderabad,Economy,7.42,4,4202
202784,Indigo,6E-6137,Chennai,Morning,one,Evening,Hyderabad,Economy,8.83,4,4202
202785,Indigo,6E-804,Chennai,Evening,one,Night,Hyderabad,Economy,6.75,4,5352
202786,Air_India,AI-9894,Chennai,Morning,zero,Morning,Hyderabad,Economy,1.42,4,5621
202787,Indigo,6E-269,Chennai,Morning,zero,Morning,Hyderabad,Economy,1.17,4,5777
202788,Indigo,6E-591,Chennai,Morning,zero,Afternoon,Hyderabad,Economy,1.33,4,5777
202789,Indigo,6E-6006,Chennai,Afternoon,zero,Evening,Hyderabad,Economy,1.33,4,5777
202790,Indigo,6E-193,Chennai,Evening,zero,Night,Hyderabad,Economy,1.25,4,6092
202791,SpiceJet,SG-4010,Chennai,Morning,one,Morning,Hyderabad,Economy,24.08,4,7615
202792,Indigo,6E-782,Chennai,Morning,one,Afternoon,Hyderabad,Economy,4.17,4,8418
202793,Indigo,6E-6219,Chennai,Morning,two_or_more,Evening,Hyderabad,Economy,10.67,4,8906
202794,Indigo,6E-6219,Chennai,Morning,two_or_more,Night,Hyderabad,Economy,14.17,4,8906
202795,Indigo,6E-804,Chennai,Evening,one,Night,Hyderabad,Economy,5.58,4,9568
202796,Indigo,6E-495,Chennai,Early_Morning,zero,Early_Morning,Hyderabad,Economy,1.17,4,10292
202797,Indigo,6E-7185,Chennai,Morning,one,Afternoon,Hyderabad,Economy,5.33,4,10334
202798,Vistara,UK-822,Chennai,Morning,one,Night,Hyderabad,Economy,11.17,4,10757
202799,Vistara,UK-824,Chennai,Night,one,Early_Morning,Hyderabad,Economy,11.33,4,10757
