Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
198510,GO_FIRST,G8-305,Chennai,Morning,one,Afternoon,Kolkata,Economy,5.42,10,10608
198511,Vistara,UK-832,Chennai,Early_Morning,one,Morning,Kolkata,Economy,25.67,10,11069
198512,Vistara,UK-832,Chennai,Early_Morning,one,Morning,Kolkata,Economy,26.67,10,11069
198513,Indigo,6E-6213,Chennai,Early_Morning,one,Afternoon,Kolkata,Economy,7.17,10,10942
198514,Indigo,6E-269,Chennai,Morning,one,Evening,Kolkata,Economy,7.92,10,11032
198515,Vistara,UK-836,Chennai,Morning,one,Morning,Kolkata,Economy,21.83,10,11783
198516,Vistara,UK-836,Chennai,Morning,one,Morning,Kolkata,Economy,22.83,10,11783
198517,Indigo,6E-848,Chennai,Evening,one,Late_Night,Kolkata,Economy,6.25,10,11437
198518,Indigo,6E-5367,Chennai,Evening,one,Late_Night,Kolkata,Economy,6.75,10,11893
198519,Indigo,6E-6006,Chennai,Afternoon,one,Night,Kolkata,Economy,6.92,10,12025
198520,Vistara,UK-836,Chennai,Morning,one,Night,Kolkata,Economy,12.0,10,12408
198521,Vistara,UK-832,Chennai,Early_Morning,one,Night,Kolkata,Economy,15.83,10,12408
198522,Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Economy,28.33,10,12408
198523,Air_India,AI-569,Chennai,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,30.17,10,12249
198524,Indigo,6E-515,Chennai,Morning,one,Evening,Kolkata,Economy,6.75,10,12350
198525,Vistara,UK-836,Chennai,Morning,one,Evening,Kolkata,Economy,7.33,10,13122
198526,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Kolkata,Economy,11.17,10,13122
198527,Vistara,UK-838,Chennai,Night,one,Morning,Kolkata,Economy,11.5,10,13122
198528,Vistara,UK-838,Chennai,Night,one,Morning,Kolkata,Economy,12.5,10,13122
198529,Vistara,UK-838,Chennai,Night,one,Evening,Kolkata,Economy,21.0,10,13122
198530,Vistara,UK-838,Chennai,Night,one,Evening,Kolkata,Economy,22.5,10,13122
198531,Vistara,UK-838,Chennai,Night,one,Night,Kolkata,Economy,25.67,10,13122
198532,Indigo,6E-126,Chennai,Evening,one,Late_Night,Kolkata,Economy,7.67,10,12807
198533,Indigo,6E-6567,Chennai,Afternoon,one,Late_Night,Kolkata,Economy,10.33,10,12807
198534,Air_India,AI-569,Chennai,Early_Morning,two_or_more,Morning,Kolkata,Economy,26.5,10,12918
198535,Indigo,6E-2752,Chennai,Evening,one,Early_Morning,Kolkata,Economy,9.5,10,13264
198536,Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,Economy,7.08,10,14014
198537,Vistara,UK-836,Chennai,Morning,one,Evening,Kolkata,Economy,8.83,10,14014
198538,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Kolkata,Economy,9.83,10,14014
198539,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Kolkata,Economy,12.67,10,14014
