Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
137010,Indigo,6E-563,Kolkata,Morning,one,Evening,Bangalore,Economy,9.5,13,6489
137011,Indigo,6E-893,Kolkata,Morning,one,Evening,Bangalore,Economy,9.67,13,6489
137012,Indigo,6E-6172,Kolkata,Night,one,Morning,Bangalore,Economy,11.25,13,6489
137013,Indigo,6E-566,Kolkata,Night,one,Morning,Bangalore,Economy,11.42,13,6489
137014,Indigo,6E-496,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,11.92,13,6489
137015,Indigo,6E-7713,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,13.5,13,6489
137016,Indigo,6E-989,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,14.17,13,6489
137017,AirAsia,I5-1563,Kolkata,Evening,one,Night,Bangalore,Economy,4.17,13,6490
137018,Indigo,6E-822,Kolkata,Morning,zero,Afternoon,Bangalore,Economy,2.75,13,6593
137019,Indigo,6E-958,Kolkata,Afternoon,zero,Evening,Bangalore,Economy,2.75,13,6593
137020,Indigo,6E-345,Kolkata,Morning,zero,Afternoon,Bangalore,Economy,2.83,13,6593
137021,Indigo,6E-417,Kolkata,Afternoon,one,Night,Bangalore,Economy,7.0,13,6977
137022,Indigo,6E-966,Kolkata,Morning,two_or_more,Night,Bangalore,Economy,12.0,13,6977
137023,Indigo,6E-534,Kolkata,Evening,zero,Night,Bangalore,Economy,2.5,13,7013
137024,AirAsia,I5-582,Kolkata,Morning,one,Evening,Bangalore,Economy,9.25,13,7008
137025,Indigo,6E-893,Kolkata,Morning,one,Evening,Bangalore,Economy,10.5,13,7954
137026,Indigo,6E-966,Kolkata,Morning,two_or_more,Night,Bangalore,Economy,10.67,13,7954
137027,Indigo,6E-7713,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,12.17,13,7954
137028,Indigo,6E-6021,Kolkata,Afternoon,one,Evening,Bangalore,Economy,5.67,13,8442
137029,Indigo,6E-6021,Kolkata,Afternoon,one,Night,Bangalore,Economy,6.83,13,8442
137030,Indigo,6E-6021,Kolkata,Afternoon,one,Night,Bangalore,Economy,8.92,13,8442
137031,Indigo,6E-7177,Kolkata,Morning,one,Night,Bangalore,Economy,9.17,13,8442
137032,AirAsia,I5-552,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,11.08,13,9269
137033,Air_India,AI-9720,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,9.33,13,9324
137034,SpiceJet,SG-732,Kolkata,Afternoon,one,Morning,Bangalore,Economy,17.75,13,10585
137035,Vistara,UK-772,Kolkata,Morning,one,Evening,Bangalore,Economy,7.33,13,10961
137036,Vistara,UK-772,Kolkata,Morning,one,Evening,Bangalore,Economy,8.83,13,10961
137037,Vistara,UK-772,Kolkata,Morning,one,Night,Bangalore,Economy,10.5,13,10961
137038,Vistara,UK-774,Kolkata,Night,one,Early_Morning,Bangalore,Economy,11.25,13,10961
137039,Vistara,UK-774,Kolkata,Night,one,Morning,Bangalore,Economy,12.25,13,10961
