Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
250020,Vistara,UK-820,Bangalore,Evening,one,Morning,Mumbai,Business,15.92,17,69244
250021,Vistara,UK-802,Bangalore,Evening,one,Morning,Mumbai,Business,16.33,17,69244
250022,Vistara,UK-657,Bangalore,Morning,one,Night,Mumbai,Business,10.08,17,70633
250023,Vistara,UK-814,Bangalore,Night,one,Early_Morning,Mumbai,Business,10.75,17,74441
250024,Vistara,UK-814,Bangalore,Night,one,Afternoon,Mumbai,Business,15.42,17,74441
250025,Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,10.5,17,74844
250026,Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Business,12.25,17,74844
250027,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Business,14.0,17,74844
250028,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.0,17,74844
250029,Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,Business,12.58,17,76681
250030,Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,Business,14.0,17,76681
250031,Vistara,UK-858,Bangalore,Early_Morning,zero,Morning,Mumbai,Business,1.58,18,20760
250032,Vistara,UK-846,Bangalore,Morning,zero,Morning,Mumbai,Business,1.75,18,20760
250033,Vistara,UK-866,Bangalore,Night,zero,Night,Mumbai,Business,1.75,18,20760
250034,Vistara,UK-854,Bangalore,Evening,zero,Night,Mumbai,Business,1.83,18,20760
250035,Vistara,UK-852,Bangalore,Morning,zero,Morning,Mumbai,Business,1.92,18,20760
250036,Vistara,UK-850,Bangalore,Evening,zero,Night,Mumbai,Business,1.92,18,20760
250037,Air_India,AI-640,Bangalore,Early_Morning,zero,Morning,Mumbai,Business,1.83,18,20760
250038,Air_India,AI-610,Bangalore,Evening,zero,Night,Mumbai,Business,1.92,18,20760
250039,Vistara,UK-864,Bangalore,Evening,zero,Night,Mumbai,Business,1.75,18,26472
250040,Air_India,AI-516,Bangalore,Early_Morning,one,Night,Mumbai,Business,16.33,18,29170
250041,Air_India,AI-516,Bangalore,Early_Morning,one,Morning,Mumbai,Business,26.08,18,29170
250042,Vistara,UK-867,Bangalore,Afternoon,one,Afternoon,Mumbai,Business,26.0,18,39842
250043,Air_India,AI-738,Bangalore,Morning,one,Evening,Mumbai,Business,5.58,18,39623
250044,Air_India,AI-523,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,9.08,18,42622
250045,Air_India,AI-573,Bangalore,Afternoon,one,Evening,Mumbai,Business,29.0,18,44863
250046,Vistara,UK-657,Bangalore,Morning,one,Night,Mumbai,Business,10.08,18,48289
250047,Vistara,UK-657,Bangalore,Morning,one,Morning,Mumbai,Business,24.0,18,48289
250048,Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,Business,6.75,18,54684
250049,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Business,8.5,18,54684
