Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
86070,Vistara,UK-850,Bangalore,Evening,one,Morning,Delhi,Economy,12.17,12,10744
86071,Vistara,UK-852,Bangalore,Morning,one,Night,Delhi,Economy,12.42,12,10744
86072,Vistara,UK-850,Bangalore,Evening,one,Morning,Delhi,Economy,12.67,12,10744
86073,Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Delhi,Economy,13.08,12,10744
86074,Vistara,UK-864,Bangalore,Evening,one,Morning,Delhi,Economy,13.08,12,10744
86075,Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,Economy,13.33,12,10744
86076,Vistara,UK-846,Bangalore,Morning,one,Night,Delhi,Economy,13.42,12,10744
86077,Vistara,UK-852,Bangalore,Morning,one,Night,Delhi,Economy,13.5,12,10744
86078,Indigo,6E-6104,Bangalore,Morning,one,Evening,Delhi,Economy,5.17,12,10586
86079,Indigo,6E-528,Bangalore,Evening,one,Night,Delhi,Economy,5.42,12,10586
86080,Indigo,6E-426,Bangalore,Night,one,Late_Night,Delhi,Economy,5.83,12,10586
86081,Indigo,6E-6104,Bangalore,Morning,one,Evening,Delhi,Economy,7.17,12,10586
86082,Indigo,6E-426,Bangalore,Night,one,Early_Morning,Delhi,Economy,8.0,12,10586
86083,Indigo,6E-528,Bangalore,Evening,one,Late_Night,Delhi,Economy,8.83,12,10586
86084,GO_FIRST,G8-283,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.67,12,10638
86085,GO_FIRST,G8-146,Bangalore,Afternoon,one,Night,Delhi,Economy,7.58,12,10732
86086,Indigo,6E-6535,Bangalore,Morning,one,Evening,Delhi,Economy,5.92,12,10743
86087,Indigo,6E-6535,Bangalore,Morning,one,Night,Delhi,Economy,9.67,12,10743
86088,Air_India,AI-640,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,5.5,12,10744
86089,Air_India,AI-640,Bangalore,Early_Morning,one,Evening,Delhi,Economy,11.5,12,10744
86090,Air_India,AI-640,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.58,12,10744
86091,Air_India,AI-640,Bangalore,Early_Morning,one,Night,Delhi,Economy,13.67,12,10744
86092,Air_India,AI-640,Bangalore,Early_Morning,one,Night,Delhi,Economy,14.5,12,10744
86093,Air_India,AI-610,Bangalore,Evening,one,Morning,Delhi,Economy,15.08,12,10744
86094,Air_India,AI-610,Bangalore,Evening,one,Morning,Delhi,Economy,15.58,12,10744
86095,Air_India,AI-610,Bangalore,Evening,one,Afternoon,Delhi,Economy,17.08,12,10744
86096,Air_India,AI-610,Bangalore,Evening,one,Evening,Delhi,Economy,23.08,12,10744
86097,Air_India,AI-610,Bangalore,Evening,one,Evening,Delhi,Economy,24.17,12,10744
86098,Air_India,AI-610,Bangalore,Evening,one,Night,Delhi,Economy,25.25,12,10744
86099,Air_India,AI-610,Bangalore,Evening,one,Night,Delhi,Economy,26.08,12,10744
