Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
283920,Vistara,UK-870,Hyderabad,Night,one,Night,Kolkata,Business,26.17,22,51819
283921,Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Kolkata,Business,26.75,22,51819
283922,Air_India,AI-541,Hyderabad,Evening,one,Night,Kolkata,Business,6.08,22,51707
283923,Air_India,AI-543,Hyderabad,Morning,one,Evening,Kolkata,Business,7.83,22,51707
283924,Air_India,AI-559,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Business,8.0,22,51707
283925,Air_India,AI-543,Hyderabad,Morning,one,Night,Kolkata,Business,11.0,22,51707
283926,Air_India,AI-840,Hyderabad,Night,one,Morning,Kolkata,Business,12.17,22,51707
283927,Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Kolkata,Business,12.67,22,51707
283928,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Kolkata,Business,15.83,22,51707
283929,Air_India,AI-541,Hyderabad,Evening,one,Morning,Kolkata,Business,16.75,22,51707
283930,Air_India,AI-840,Hyderabad,Night,one,Afternoon,Kolkata,Business,17.67,22,51707
283931,Air_India,AI-543,Hyderabad,Morning,one,Morning,Kolkata,Business,21.67,22,51707
283932,Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Kolkata,Business,22.25,22,51707
283933,Air_India,AI-840,Hyderabad,Night,one,Evening,Kolkata,Business,22.33,22,51707
283934,Air_India,AI-840,Hyderabad,Night,one,Night,Kolkata,Business,25.5,22,51707
283935,Vistara,UK-876,Hyderabad,Night,one,Morning,Kolkata,Business,12.08,22,52726
283936,Vistara,UK-876,Hyderabad,Night,one,Evening,Kolkata,Business,19.25,22,52726
283937,Vistara,UK-876,Hyderabad,Night,one,Evening,Kolkata,Business,22.33,22,52726
283938,Vistara,UK-880,Hyderabad,Afternoon,one,Evening,Kolkata,Business,6.17,22,53499
283939,Vistara,UK-830,Hyderabad,Morning,one,Evening,Kolkata,Business,9.25,22,53499
283940,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Kolkata,Business,12.75,22,53499
283941,Vistara,UK-870,Hyderabad,Night,one,Evening,Kolkata,Business,23.0,22,53499
283942,Vistara,UK-890,Hyderabad,Evening,one,Morning,Kolkata,Business,15.92,22,58394
283943,Vistara,UK-890,Hyderabad,Evening,one,Evening,Kolkata,Business,24.42,22,58394
283944,Vistara,UK-890,Hyderabad,Evening,one,Evening,Kolkata,Business,25.92,22,60074
283945,Vistara,UK-870,Hyderabad,Night,one,Morning,Kolkata,Business,12.0,22,63579
283946,Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Kolkata,Business,19.17,22,63579
283947,Vistara,UK-830,Hyderabad,Morning,one,Morning,Kolkata,Business,22.25,22,63579
283948,Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Kolkata,Business,25.75,22,63579
283949,Vistara,UK-874,Hyderabad,Morning,one,Evening,Kolkata,Business,9.58,22,67141
